feature,importance,abs_importance
num__CD3_HLA_DR_pos,0.006874773829902313,0.006874773829902313
num__Total_B_lymphocytes,0.006855570563647533,0.006855570563647533
num__Age,0.006824627882603426,0.006824627882603426
num__RBC,0.006823386459320265,0.006823386459320265
num__LDH,0.006751432543140797,0.006751432543140797
num__VitB6,0.00650469143497873,0.00650469143497873
num__mAST,0.006311396815018077,0.006311396815018077
num__Prealbumin,0.006285361421920958,0.006285361421920958
num__NK_cells,0.00625970561023161,0.00625970561023161
cat__KRAS_mutant_1,0.005786349348736299,0.005786349348736299
num__IFN_gamma,0.005690288953473032,0.005690288953473032
cat__Perineural_invasion_0,0.00567885533895869,0.00567885533895869
num__CA199,0.0055027685654054324,0.0055027685654054324
num__AST,0.005397457332533476,0.005397457332533476
num__VitA,0.005388669055815534,0.005388669055815534
num__Total_bilirubin,0.0052928567438558045,0.0052928567438558045
num__Creatinine,0.00516750534536763,0.00516750534536763
cat__KRAS_mutant_0,0.005072879532288773,0.005072879532288773
num__CD4_T_cells,0.005023521137566356,0.005023521137566356
num__MCHC,0.004969545235332026,0.004969545235332026
num__CA724,0.004929891002808883,0.004929891002808883
num__ALP,0.004836965854487172,0.004836965854487172
num__Uric_acid,0.004783167884919259,0.004783167884919259
num__SCCA,0.004719009039008118,0.004719009039008118
num__CYFRA21_1,0.0046941065936142706,0.0046941065936142706
num__Albumin,0.0044836564010705205,0.0044836564010705205
num__Direct_bilirubin,0.00415638330797899,0.00415638330797899
num__CA153,0.00401408937198469,0.00401408937198469
num__IL1_beta,0.0036933399657317254,0.0036933399657317254
num__Hemoglobin,0.0036454603314305303,0.0036454603314305303
num__CD8_T_cells,0.0036051200993522125,0.0036051200993522125
num__Tumor_volume,0.003331475904335123,0.003331475904335123
num__Lymphocyte_percent,0.00320041730328724,0.00320041730328724
num__A_G_ratio,0.0031303500009902847,0.0031303500009902847
num__BMI,0.003121586827511376,0.003121586827511376
num__Triglycerides,0.003022231513493267,0.003022231513493267
num__Indirect_bilirubin,0.002943986425938436,0.002943986425938436
num__Hematocrit,0.002770687168580074,0.002770687168580074
num__MPV,0.0024188395153947545,0.0024188395153947545
num__NK_count,0.0022167584244168737,0.0022167584244168737
num__Early_activated_T_cells,0.002172029533418346,0.002172029533418346
num__MCV,0.0021414028468118617,0.0021414028468118617
num__Globulin,0.001990925622092726,0.001990925622092726
num__Total_cholesterol,0.001979847078305252,0.001979847078305252
num__Potassium,0.0019784940230162173,0.0019784940230162173
num__IL17,0.0012605278309136977,0.0012605278309136977
num__CD29_pos_helper_T_cells,0.001138823083604257,0.001138823083604257
num__Monocyte_percent,0.001111659994927263,0.001111659994927263
num__Neutrophil_absolute,0.0011021270610583227,0.0011021270610583227
num__Basophil_percent,0.0010997306180697071,0.0010997306180697071
num__Neutrophil_percent,0.0010872477721164849,0.0010872477721164849
num__Basophil_absolute,0.0008839704453016641,0.0008839704453016641
num__Plateletcrit,0.0008545438852846936,0.0008545438852846936
cat__T_stage_1,0.0008387509150748712,0.0008387509150748712
num__ALT,0.0008061708956248599,0.0008061708956248599
num__IL5,0.0006320717408409939,0.0006320717408409939
num__CA242,0.000603949502482087,0.000603949502482087
num__Urea,0.0005844585922226265,0.0005844585922226265
num__RDW_CV,0.0005491253933636295,0.0005491253933636295
num__WBC,0.00054447993471188,0.00054447993471188
num__CD4_CD45RA_naive_percent_of_helper_T,0.00045257990272691475,0.00045257990272691475
cat__T_stage_2,0.00041406483034988196,0.00041406483034988196
cat__Differentiation_grade_5,0.00041116669511059167,0.00041116669511059167
cat__MSI_1,0.0003174381059473801,0.0003174381059473801
cat__T_stage_3,0.0,0.0
cat__MSI_0,0.0,0.0
cat__Sex_Male,0.0,0.0
cat__NRAS_mutant_1,0.0,0.0
cat__NRAS_mutant_0,0.0,0.0
cat__Coronary_artery_disease_0,0.0,0.0
num__Total_T_lymphocytes,0.0,0.0
cat__Sex_Female,0.0,0.0
num__MCH,0.0,0.0
cat__Differentiation_grade_1,0.0,0.0
num__CD4_count,0.0,0.0
num__Eosinophil_percent,0.0,0.0
num__CD8_CD25_over_CD8_percent,0.0,0.0
num__Total_protein,0.0,0.0
num__Monocyte_absolute,0.0,0.0
cat__BRAF_mutant_1,0.0,0.0
cat__Differentiation_grade_2,0.0,0.0
cat__Diabetes_1,0.0,0.0
cat__Differentiation_grade_3,0.0,0.0
cat__Diabetes_0,0.0,0.0
cat__Hypertension_1,0.0,0.0
cat__Hypertension_0,0.0,0.0
cat__Colonic_obstruction_1,0.0,0.0
cat__Colonic_obstruction_0,0.0,0.0
cat__Family_history_1,0.0,0.0
cat__Family_history_0,0.0,0.0
cat__MSH6_1,0.0,0.0
cat__MSH6_0,0.0,0.0
cat__PMS2_1,0.0,0.0
cat__PMS2_0,0.0,0.0
cat__MSH2_1,0.0,0.0
cat__MSH2_0,0.0,0.0
cat__MLH1_1,0.0,0.0
cat__MLH1_0,0.0,0.0
cat__CDX2_1,0.0,0.0
cat__CDX2_0,0.0,0.0
cat__Coronary_artery_disease_1,0.0,0.0
cat__Hyperlipidemia_0,0.0,0.0
cat__Hyperlipidemia_1,0.0,0.0
cat__Chemotherapy_0,0.0,0.0
cat__Chemotherapy_1,0.0,0.0
cat__BRAF_mutant_0,0.0,0.0
cat__Differentiation_grade_6,0.0,0.0
cat__Differentiation_grade_4,0.0,0.0
num__Glucose,0.0,0.0
