feature,importance,abs_importance
num__GLDH,0.0010112338010889288,0.0010112338010889288
cat__Differentiation_grade_1,0.0009891879457097463,0.0009891879457097463
cat__Differentiation_grade_6,0.000981519822099619,0.000981519822099619
num__CA50,0.000978644275745788,0.000978644275745788
num__BMI,0.0009748102139406911,0.0009748102139406911
cat__KRAS_mutant_0,0.0009403036576949963,0.0009403036576949963
cat__Hyperlipidemia_0,0.0009355110804387002,0.0009355110804387002
cat__Hyperlipidemia_1,0.0009259259259259856,0.0009259259259259856
num__Regulatory_T_cells,0.0009077141323518778,0.0009077141323518778
num__VitC,0.0008895023387777368,0.0008895023387777368
num__CA242,0.0008617053906909589,0.0008617053906909589
num__CRP,0.0008367839889579564,0.0008367839889579564
num__RDW_CV,0.0008348669580554025,0.0008348669580554025
cat__Vascular_invasion_1,0.0008262403189940426,0.0008262403189940426
num__Hemoglobin,0.0008137796181275192,0.0008137796181275192
cat__BRAF_mutant_1,0.0007553101756000546,0.0007553101756000546
num__SCCA,0.000754351660148822,0.000754351660148822
num__Total_bile_acids,0.0007246376811594791,0.0007246376811594791
num__CD8_CD45RO_memory_percent_of_cytotoxic_T,0.0007054673721340943,0.0007054673721340943
num__Hematocrit,0.000701633310328964,0.000701633310328964
cat__Diabetes_1,0.0006930066712675709,0.0006930066712675709
num__Neutrophil_percent,0.0006795874549498371,0.0006795874549498371
cat__Differentiation_grade_3,0.0006632926922782612,0.0006632926922782612
num__A_G_ratio,0.0006537075377655577,0.0006537075377655577
cat__Diabetes_0,0.0006460394141554083,0.0006460394141554083
cat__Perineural_invasion_1,0.0006422053523503668,0.0006422053523503668
cat__Perineural_invasion_0,0.0006076987961046943,0.0006076987961046943
num__RBC,0.0005914040334330962,0.0005914040334330962
cat__BRAF_mutant_0,0.0005818188789203704,0.0005818188789203704
num__MCV,0.000544436776320878,0.000544436776320878
num__CD4_T_cells,0.0005348516218081856,0.0005348516218081856
num__Triglycerides,0.0005252664672955488,0.0005252664672955488
num__Iron,0.0005223909209416955,0.0005223909209416955
num__Neutrophil_absolute,0.0004782992101833083,0.0004782992101833083
num__CEA,0.00046679702476809526,0.00046679702476809526
num__Glucose,0.0004639214784142642,0.0004639214784142642
num__Eosinophil_absolute,0.0004064105513381544,0.0004064105513381544
cat__T_stage_2,0.00040257648953304634,0.00040257648953304634
num__Lymphocyte_percent,0.000379572118702598,0.000379572118702598
cat__MSI_0,0.00036902844873866193,0.00036902844873866193
cat__Vascular_invasion_0,0.00036327735603103317,0.00036327735603103317
num__VitB2,0.000324936737980297,0.000324936737980297
cat__T_stage_4,0.0002779694808680566,0.0002779694808680566
num__MCHC,0.0002616747181964585,0.0002616747181964585
num__Total_bilirubin,0.00024537995552496026,0.00024537995552496026
cat__T_stage_1,0.00022237558469444528,0.00022237558469444528
cat__N_stage_1,0.0001984126984127421,0.0001984126984127421
num__Lymphocyte_absolute,4.984280346603809e-05,4.984280346603809e-05
